_unit_id,_created_at,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,response_option,challange,correct_option,correct_id,id,option_1,option_2,option_3,option_4,option_5
221864325,11 08 2012 01:54,690053994,11 08 2012 01:51,amt,0.3752,8836799,USA,MA,Southbridge,"24,183,172,164",pleasure :: blessing,devotion :: obsession,confidence :: conceit,2,104,ability :: skill,confidence :: conceit,intelligence :: capability,surprise :: horror,pleasure :: blessing
221864325,11 08 2012 02:07,690072421,11 08 2012 02:06,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,ability :: skill,devotion :: obsession,confidence :: conceit,2,104,ability :: skill,confidence :: conceit,intelligence :: capability,surprise :: horror,pleasure :: blessing
221864326,11 08 2012 01:06,689979753,11 08 2012 01:05,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,measure :: gauge,bequest :: heir,gift :: recipient,1,105,gift :: recipient,huge :: weight,painting :: artist,payment :: donor,measure :: gauge
221864326,11 08 2012 01:09,689984950,11 08 2012 01:08,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",gift :: recipient,bequest :: heir,gift :: recipient,1,105,gift :: recipient,huge :: weight,painting :: artist,payment :: donor,measure :: gauge
221864326,11 08 2012 01:19,689999520,11 08 2012 01:17,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,gift :: recipient,bequest :: heir,gift :: recipient,1,105,gift :: recipient,huge :: weight,painting :: artist,payment :: donor,measure :: gauge
221864326,11 08 2012 01:19,689999573,11 08 2012 01:17,amt,1.0,7869910,USA,,,166.182.3.178,gift :: recipient,bequest :: heir,gift :: recipient,1,105,gift :: recipient,huge :: weight,painting :: artist,payment :: donor,measure :: gauge
221864326,11 08 2012 01:27,690012034,11 08 2012 01:25,amt,0.62,5751985,USA,AZ,Tucson,174.18.80.122,gift :: recipient,bequest :: heir,gift :: recipient,1,105,gift :: recipient,huge :: weight,painting :: artist,payment :: donor,measure :: gauge
221864326,11 08 2012 01:39,690031542,11 08 2012 01:35,amt,0.4714,2737722,USA,GA,La Fayette,68.59.253.27,painting :: artist,bequest :: heir,gift :: recipient,1,105,gift :: recipient,huge :: weight,painting :: artist,payment :: donor,measure :: gauge
221864326,11 08 2012 01:44,690039835,11 08 2012 01:41,amt,0.5143,13421912,USA,CA,Costa Mesa,"207,168,203,174",payment :: donor,bequest :: heir,gift :: recipient,1,105,gift :: recipient,huge :: weight,painting :: artist,payment :: donor,measure :: gauge
221864326,11 08 2012 02:07,690072416,11 08 2012 02:06,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,gift :: recipient,bequest :: heir,gift :: recipient,1,105,gift :: recipient,huge :: weight,painting :: artist,payment :: donor,measure :: gauge
221864327,11 08 2012 01:10,689985811,11 08 2012 01:09,amt,1.0,7869910,USA,,,166.182.3.197,beneficent :: strong,prosaic :: epic,ephemeral :: eternal,3,106,normal :: mean,powerful :: omnipotent,ephemeral :: eternal,octagon :: eight,beneficent :: strong
221864327,11 08 2012 01:10,689986118,11 08 2012 01:09,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,beneficent :: strong,prosaic :: epic,ephemeral :: eternal,3,106,normal :: mean,powerful :: omnipotent,ephemeral :: eternal,octagon :: eight,beneficent :: strong
221864327,11 08 2012 01:11,689986869,11 08 2012 01:09,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",ephemeral :: eternal,prosaic :: epic,ephemeral :: eternal,3,106,normal :: mean,powerful :: omnipotent,ephemeral :: eternal,octagon :: eight,beneficent :: strong
221864327,11 08 2012 01:11,689988050,11 08 2012 01:11,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,ephemeral :: eternal,prosaic :: epic,ephemeral :: eternal,3,106,normal :: mean,powerful :: omnipotent,ephemeral :: eternal,octagon :: eight,beneficent :: strong
221864327,11 08 2012 01:19,689999065,11 08 2012 01:18,amt,0.6,1006379,USA,OK,Norman,68.97.2.48,ephemeral :: eternal,prosaic :: epic,ephemeral :: eternal,3,106,normal :: mean,powerful :: omnipotent,ephemeral :: eternal,octagon :: eight,beneficent :: strong
221864327,11 08 2012 01:40,690033516,11 08 2012 01:39,amt,0.5893,180534,USA,TX,Groves,68.206.34.74,ephemeral :: eternal,prosaic :: epic,ephemeral :: eternal,3,106,normal :: mean,powerful :: omnipotent,ephemeral :: eternal,octagon :: eight,beneficent :: strong
221864327,11 08 2012 01:46,690042352,11 08 2012 01:46,amt,0.3752,8836799,USA,MA,Southbridge,"24,183,172,164",beneficent :: strong,prosaic :: epic,ephemeral :: eternal,3,106,normal :: mean,powerful :: omnipotent,ephemeral :: eternal,octagon :: eight,beneficent :: strong
221864327,11 08 2012 02:06,690071759,11 08 2012 02:06,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,octagon :: eight,prosaic :: epic,ephemeral :: eternal,3,106,normal :: mean,powerful :: omnipotent,ephemeral :: eternal,octagon :: eight,beneficent :: strong
221864328,11 08 2012 01:04,689977706,11 08 2012 01:03,amt,0.9,107100,USA,TX,Big Spring,75.110.242.38,corrupted :: morality,corroded :: alloy,corrupted :: morality,5,107,broken :: contract,written :: rule,outdated :: book,adjusted :: clock,corrupted :: morality
221864328,11 08 2012 01:05,689979258,11 08 2012 01:05,amt,1.0,9054964,USA,TX,San Antonio,71.20.90.152,corrupted :: morality,corroded :: alloy,corrupted :: morality,5,107,broken :: contract,written :: rule,outdated :: book,adjusted :: clock,corrupted :: morality
221864328,11 08 2012 01:08,689983502,11 08 2012 01:04,amt,0.8,12939801,USA,IN,Indianapolis,50.90.188.75,corrupted :: morality,corroded :: alloy,corrupted :: morality,5,107,broken :: contract,written :: rule,outdated :: book,adjusted :: clock,corrupted :: morality
221864328,11 08 2012 01:18,689998344,11 08 2012 01:18,amt,0.8,996867,USA,CA,Agoura Hills,75.63.29.138,outdated :: book,corroded :: alloy,corrupted :: morality,5,107,broken :: contract,written :: rule,outdated :: book,adjusted :: clock,corrupted :: morality
221864328,11 08 2012 01:19,689999581,11 08 2012 01:18,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",outdated :: book,corroded :: alloy,corrupted :: morality,5,107,broken :: contract,written :: rule,outdated :: book,adjusted :: clock,corrupted :: morality
221864328,11 08 2012 01:21,690003320,11 08 2012 01:21,amt,0.6,1006379,USA,OK,Norman,68.97.2.48,broken :: contract,corroded :: alloy,corrupted :: morality,5,107,broken :: contract,written :: rule,outdated :: book,adjusted :: clock,corrupted :: morality
221864328,11 08 2012 01:23,690005475,11 08 2012 01:22,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,broken :: contract,corroded :: alloy,corrupted :: morality,5,107,broken :: contract,written :: rule,outdated :: book,adjusted :: clock,corrupted :: morality
221864328,11 08 2012 01:26,690010473,11 08 2012 01:25,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,broken :: contract,corroded :: alloy,corrupted :: morality,5,107,broken :: contract,written :: rule,outdated :: book,adjusted :: clock,corrupted :: morality
221864328,11 08 2012 01:53,690052750,11 08 2012 01:50,amt,1.0,7869910,USA,,,166.182.3.124,broken :: contract,corroded :: alloy,corrupted :: morality,5,107,broken :: contract,written :: rule,outdated :: book,adjusted :: clock,corrupted :: morality
221864329,11 08 2012 01:08,689983503,11 08 2012 01:04,amt,0.8,12939801,USA,IN,Indianapolis,50.90.188.75,elect :: leader,depose :: king,unfrock :: minister,4,108,eulogize :: hero,inaugurate :: mayor,promote :: general,unfrock :: minister,elect :: leader
221864329,11 08 2012 01:19,689999582,11 08 2012 01:18,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",unfrock :: minister,depose :: king,unfrock :: minister,4,108,eulogize :: hero,inaugurate :: mayor,promote :: general,unfrock :: minister,elect :: leader
221864329,11 08 2012 01:20,690000562,11 08 2012 01:19,amt,0.8,996867,USA,CA,Agoura Hills,75.63.29.138,inaugurate :: mayor,depose :: king,unfrock :: minister,4,108,eulogize :: hero,inaugurate :: mayor,promote :: general,unfrock :: minister,elect :: leader
221864329,11 08 2012 01:20,690001355,11 08 2012 01:17,amt,0.62,5751985,USA,AZ,Tucson,174.18.80.122,elect :: leader,depose :: king,unfrock :: minister,4,108,eulogize :: hero,inaugurate :: mayor,promote :: general,unfrock :: minister,elect :: leader
221864329,11 08 2012 01:21,690003490,11 08 2012 01:17,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,elect :: leader,depose :: king,unfrock :: minister,4,108,eulogize :: hero,inaugurate :: mayor,promote :: general,unfrock :: minister,elect :: leader
221864329,11 08 2012 01:26,690010475,11 08 2012 01:25,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,eulogize :: hero,depose :: king,unfrock :: minister,4,108,eulogize :: hero,inaugurate :: mayor,promote :: general,unfrock :: minister,elect :: leader
221864329,11 08 2012 01:39,690032284,11 08 2012 01:37,amt,1.0,7869910,USA,,,166.182.3.192,unfrock :: minister,depose :: king,unfrock :: minister,4,108,eulogize :: hero,inaugurate :: mayor,promote :: general,unfrock :: minister,elect :: leader
221864329,11 08 2012 01:48,690046169,11 08 2012 01:48,amt,0.3752,8836799,USA,MA,Southbridge,"24,183,172,164",unfrock :: minister,depose :: king,unfrock :: minister,4,108,eulogize :: hero,inaugurate :: mayor,promote :: general,unfrock :: minister,elect :: leader
221864330,11 08 2012 01:04,689977256,11 08 2012 01:03,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,stately :: grand,gauche :: adroit,weak :: strong,1,109,weak :: strong,formidable :: strong,round :: square,sharp :: pointed,stately :: grand
221864330,11 08 2012 01:08,689982572,11 08 2012 01:07,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,weak :: strong,gauche :: adroit,weak :: strong,1,109,weak :: strong,formidable :: strong,round :: square,sharp :: pointed,stately :: grand
221864330,11 08 2012 01:10,689985813,11 08 2012 01:09,amt,1.0,7869910,USA,,,166.182.3.197,sharp :: pointed,gauche :: adroit,weak :: strong,1,109,weak :: strong,formidable :: strong,round :: square,sharp :: pointed,stately :: grand
221864330,11 08 2012 01:13,689991253,11 08 2012 01:13,amt,0.6,1006379,USA,OK,Norman,68.97.2.48,sharp :: pointed,gauche :: adroit,weak :: strong,1,109,weak :: strong,formidable :: strong,round :: square,sharp :: pointed,stately :: grand
221864330,11 08 2012 01:27,690012304,11 08 2012 01:23,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",sharp :: pointed,gauche :: adroit,weak :: strong,1,109,weak :: strong,formidable :: strong,round :: square,sharp :: pointed,stately :: grand
221864330,11 08 2012 01:33,690021841,11 08 2012 01:30,amt,0.62,5751985,USA,AZ,Tucson,174.18.80.122,weak :: strong,gauche :: adroit,weak :: strong,1,109,weak :: strong,formidable :: strong,round :: square,sharp :: pointed,stately :: grand
221864330,11 08 2012 01:39,690031546,11 08 2012 01:35,amt,0.4714,2737722,USA,GA,La Fayette,68.59.253.27,weak :: strong,gauche :: adroit,weak :: strong,1,109,weak :: strong,formidable :: strong,round :: square,sharp :: pointed,stately :: grand
221864330,11 08 2012 02:02,690066371,11 08 2012 02:02,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,weak :: strong,gauche :: adroit,weak :: strong,1,109,weak :: strong,formidable :: strong,round :: square,sharp :: pointed,stately :: grand
221864330,11 08 2012 02:03,690067025,11 08 2012 01:46,amt,0.604,5160552,USA,NY,Brooklyn,"71,183,179,247",weak :: strong,gauche :: adroit,weak :: strong,1,109,weak :: strong,formidable :: strong,round :: square,sharp :: pointed,stately :: grand
221864331,11 08 2012 01:04,689977707,11 08 2012 01:03,amt,0.9,107100,USA,TX,Big Spring,75.110.242.38,chair :: furniture,archeology :: science,chair :: furniture,4,110,ridge :: mountain,pride :: lion,oxen :: cow,chair :: furniture,mammal :: horse
221864331,11 08 2012 01:04,689978030,11 08 2012 01:03,amt,1.0,9054964,USA,TX,San Antonio,71.20.90.152,oxen :: cow,archeology :: science,chair :: furniture,4,110,ridge :: mountain,pride :: lion,oxen :: cow,chair :: furniture,mammal :: horse
221864331,11 08 2012 01:08,689983504,11 08 2012 01:04,amt,0.8,12939801,USA,IN,Indianapolis,50.90.188.75,chair :: furniture,archeology :: science,chair :: furniture,4,110,ridge :: mountain,pride :: lion,oxen :: cow,chair :: furniture,mammal :: horse
221864331,11 08 2012 01:11,689986871,11 08 2012 01:09,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",chair :: furniture,archeology :: science,chair :: furniture,4,110,ridge :: mountain,pride :: lion,oxen :: cow,chair :: furniture,mammal :: horse
221864331,11 08 2012 01:15,689994338,11 08 2012 01:13,amt,1.0,7869910,USA,,,166.182.3.162,ridge :: mountain,archeology :: science,chair :: furniture,4,110,ridge :: mountain,pride :: lion,oxen :: cow,chair :: furniture,mammal :: horse
221864331,11 08 2012 01:17,689997134,11 08 2012 01:17,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,mammal :: horse,archeology :: science,chair :: furniture,4,110,ridge :: mountain,pride :: lion,oxen :: cow,chair :: furniture,mammal :: horse
221864331,11 08 2012 01:26,690010476,11 08 2012 01:25,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,ridge :: mountain,archeology :: science,chair :: furniture,4,110,ridge :: mountain,pride :: lion,oxen :: cow,chair :: furniture,mammal :: horse
221864331,11 08 2012 02:06,690071995,11 08 2012 02:06,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,chair :: furniture,archeology :: science,chair :: furniture,4,110,ridge :: mountain,pride :: lion,oxen :: cow,chair :: furniture,mammal :: horse
221864332,11 08 2012 01:05,689978682,11 08 2012 01:04,amt,1.0,9054964,USA,TX,San Antonio,71.20.90.152,elated :: deaden,apprehensive :: petrified,cheerful :: hilarious,5,111,happy :: hostile,elated :: deaden,sincere :: satisfied,emotional :: accord,cheerful :: hilarious
221864332,11 08 2012 01:16,689995438,11 08 2012 01:15,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,emotional :: accord,apprehensive :: petrified,cheerful :: hilarious,5,111,happy :: hostile,elated :: deaden,sincere :: satisfied,emotional :: accord,cheerful :: hilarious
221864332,11 08 2012 01:16,689995914,11 08 2012 01:11,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,emotional :: accord,apprehensive :: petrified,cheerful :: hilarious,5,111,happy :: hostile,elated :: deaden,sincere :: satisfied,emotional :: accord,cheerful :: hilarious
221864332,11 08 2012 01:17,689996057,11 08 2012 01:15,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",cheerful :: hilarious,apprehensive :: petrified,cheerful :: hilarious,5,111,happy :: hostile,elated :: deaden,sincere :: satisfied,emotional :: accord,cheerful :: hilarious
221864332,11 08 2012 01:18,689997210,11 08 2012 01:16,amt,0.8,996867,USA,CA,Agoura Hills,75.63.29.138,cheerful :: hilarious,apprehensive :: petrified,cheerful :: hilarious,5,111,happy :: hostile,elated :: deaden,sincere :: satisfied,emotional :: accord,cheerful :: hilarious
221864332,11 08 2012 01:20,690000813,11 08 2012 01:20,amt,0.6,1006379,USA,OK,Norman,68.97.2.48,elated :: deaden,apprehensive :: petrified,cheerful :: hilarious,5,111,happy :: hostile,elated :: deaden,sincere :: satisfied,emotional :: accord,cheerful :: hilarious
221864332,11 08 2012 01:39,690032287,11 08 2012 01:37,amt,1.0,7869910,USA,,,166.182.3.192,sincere :: satisfied,apprehensive :: petrified,cheerful :: hilarious,5,111,happy :: hostile,elated :: deaden,sincere :: satisfied,emotional :: accord,cheerful :: hilarious
221864332,11 08 2012 02:06,690071559,11 08 2012 02:05,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,cheerful :: hilarious,apprehensive :: petrified,cheerful :: hilarious,5,111,happy :: hostile,elated :: deaden,sincere :: satisfied,emotional :: accord,cheerful :: hilarious
221864333,11 08 2012 01:04,689977708,11 08 2012 01:03,amt,0.9,107100,USA,TX,Big Spring,75.110.242.38,stagnate :: flow,stay :: depart,stagnate :: flow,2,112,take :: move,stagnate :: flow,run :: walk,sleep :: rest,create :: design
221864333,11 08 2012 01:07,689981936,11 08 2012 01:07,amt,1.0,9054964,USA,TX,San Antonio,71.20.90.152,stagnate :: flow,stay :: depart,stagnate :: flow,2,112,take :: move,stagnate :: flow,run :: walk,sleep :: rest,create :: design
221864333,11 08 2012 01:16,689995578,11 08 2012 01:14,amt,0.8,996867,USA,CA,Agoura Hills,75.63.29.138,stagnate :: flow,stay :: depart,stagnate :: flow,2,112,take :: move,stagnate :: flow,run :: walk,sleep :: rest,create :: design
221864333,11 08 2012 01:17,689996411,11 08 2012 01:14,amt,0.62,5751985,USA,AZ,Tucson,174.18.80.122,stagnate :: flow,stay :: depart,stagnate :: flow,2,112,take :: move,stagnate :: flow,run :: walk,sleep :: rest,create :: design
221864333,11 08 2012 01:17,689996979,11 08 2012 01:16,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,take :: move,stay :: depart,stagnate :: flow,2,112,take :: move,stagnate :: flow,run :: walk,sleep :: rest,create :: design
221864333,11 08 2012 01:20,690001485,11 08 2012 01:19,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",stagnate :: flow,stay :: depart,stagnate :: flow,2,112,take :: move,stagnate :: flow,run :: walk,sleep :: rest,create :: design
221864333,11 08 2012 01:21,690003322,11 08 2012 01:21,amt,0.6,1006379,USA,OK,Norman,68.97.2.48,stagnate :: flow,stay :: depart,stagnate :: flow,2,112,take :: move,stagnate :: flow,run :: walk,sleep :: rest,create :: design
221864333,11 08 2012 01:23,690005477,11 08 2012 01:22,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,stagnate :: flow,stay :: depart,stagnate :: flow,2,112,take :: move,stagnate :: flow,run :: walk,sleep :: rest,create :: design
221864333,11 08 2012 01:53,690052755,11 08 2012 01:50,amt,1.0,7869910,USA,,,166.182.3.124,run :: walk,stay :: depart,stagnate :: flow,2,112,take :: move,stagnate :: flow,run :: walk,sleep :: rest,create :: design
221864334,11 08 2012 01:03,689976393,11 08 2012 01:02,amt,1.0,9054964,USA,TX,San Antonio,71.20.90.152,fighting :: noise,stammer :: speech,hobble :: movement,2,113,ovation :: adulation,hobble :: movement,generosity :: kindness,fighting :: noise,brightness :: sight
221864334,11 08 2012 01:03,689976673,11 08 2012 01:02,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,ovation :: adulation,stammer :: speech,hobble :: movement,2,113,ovation :: adulation,hobble :: movement,generosity :: kindness,fighting :: noise,brightness :: sight
221864334,11 08 2012 01:07,689981419,11 08 2012 01:05,amt,0.6667,7393721,USA,NM,Albuquerque,97.123.84.197,hobble :: movement,stammer :: speech,hobble :: movement,2,113,ovation :: adulation,hobble :: movement,generosity :: kindness,fighting :: noise,brightness :: sight
221864334,11 08 2012 01:09,689984954,11 08 2012 01:08,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",hobble :: movement,stammer :: speech,hobble :: movement,2,113,ovation :: adulation,hobble :: movement,generosity :: kindness,fighting :: noise,brightness :: sight
221864334,11 08 2012 01:17,689996957,11 08 2012 01:15,amt,1.0,7869910,USA,,,166.182.3.241,fighting :: noise,stammer :: speech,hobble :: movement,2,113,ovation :: adulation,hobble :: movement,generosity :: kindness,fighting :: noise,brightness :: sight
221864334,11 08 2012 01:24,690006465,11 08 2012 01:23,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,hobble :: movement,stammer :: speech,hobble :: movement,2,113,ovation :: adulation,hobble :: movement,generosity :: kindness,fighting :: noise,brightness :: sight
221864334,11 08 2012 01:33,690021843,11 08 2012 01:30,amt,0.62,5751985,USA,AZ,Tucson,174.18.80.122,hobble :: movement,stammer :: speech,hobble :: movement,2,113,ovation :: adulation,hobble :: movement,generosity :: kindness,fighting :: noise,brightness :: sight
221864334,11 08 2012 01:46,690042355,11 08 2012 01:46,amt,0.3752,8836799,USA,MA,Southbridge,"24,183,172,164",brightness :: sight,stammer :: speech,hobble :: movement,2,113,ovation :: adulation,hobble :: movement,generosity :: kindness,fighting :: noise,brightness :: sight
221864335,11 08 2012 01:06,689980820,11 08 2012 01:06,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,ability :: question,corpulence :: obesity,enigma :: puzzle,2,114,ability :: question,enigma :: puzzle,intelligence :: capability,strong :: weak,pleasure :: blessing
221864335,11 08 2012 01:08,689982578,11 08 2012 01:07,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,intelligence :: capability,corpulence :: obesity,enigma :: puzzle,2,114,ability :: question,enigma :: puzzle,intelligence :: capability,strong :: weak,pleasure :: blessing
221864335,11 08 2012 01:13,689991537,11 08 2012 01:12,amt,0.8,996867,USA,CA,Agoura Hills,75.63.29.138,enigma :: puzzle,corpulence :: obesity,enigma :: puzzle,2,114,ability :: question,enigma :: puzzle,intelligence :: capability,strong :: weak,pleasure :: blessing
221864335,11 08 2012 01:33,690021532,11 08 2012 01:32,amt,0.4167,13693705,USA,CT,Meriden,"68,110,193,177",strong :: weak,corpulence :: obesity,enigma :: puzzle,2,114,ability :: question,enigma :: puzzle,intelligence :: capability,strong :: weak,pleasure :: blessing
221864335,11 08 2012 01:33,690021877,11 08 2012 01:32,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",intelligence :: capability,corpulence :: obesity,enigma :: puzzle,2,114,ability :: question,enigma :: puzzle,intelligence :: capability,strong :: weak,pleasure :: blessing
221864335,11 08 2012 01:33,690022364,11 08 2012 01:31,amt,1.0,7869910,USA,,,166.182.3.105,enigma :: puzzle,corpulence :: obesity,enigma :: puzzle,2,114,ability :: question,enigma :: puzzle,intelligence :: capability,strong :: weak,pleasure :: blessing
221864335,11 08 2012 01:44,690039839,11 08 2012 01:41,amt,0.5143,13421912,USA,CA,Costa Mesa,"207,168,203,174",enigma :: puzzle,corpulence :: obesity,enigma :: puzzle,2,114,ability :: question,enigma :: puzzle,intelligence :: capability,strong :: weak,pleasure :: blessing
221864335,11 08 2012 01:50,690049506,11 08 2012 01:47,amt,0.3964,13440320,USA,MN,Saint Cloud,24.179.179.65,strong :: weak,corpulence :: obesity,enigma :: puzzle,2,114,ability :: question,enigma :: puzzle,intelligence :: capability,strong :: weak,pleasure :: blessing
221864336,11 08 2012 01:05,689979262,11 08 2012 01:05,amt,1.0,9054964,USA,TX,San Antonio,71.20.90.152,painting :: artist,callow :: experience,barren :: fruit,3,115,painting :: artist,heavy :: weight,barren :: fruit,gift :: donor,measure :: ounce
221864336,11 08 2012 01:11,689987945,11 08 2012 01:10,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,painting :: artist,callow :: experience,barren :: fruit,3,115,painting :: artist,heavy :: weight,barren :: fruit,gift :: donor,measure :: ounce
221864336,11 08 2012 01:17,689996958,11 08 2012 01:15,amt,1.0,7869910,USA,,,166.182.3.241,painting :: artist,callow :: experience,barren :: fruit,3,115,painting :: artist,heavy :: weight,barren :: fruit,gift :: donor,measure :: ounce
221864336,11 08 2012 01:21,690003494,11 08 2012 01:17,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,barren :: fruit,callow :: experience,barren :: fruit,3,115,painting :: artist,heavy :: weight,barren :: fruit,gift :: donor,measure :: ounce
221864336,11 08 2012 01:28,690014325,11 08 2012 01:27,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",barren :: fruit,callow :: experience,barren :: fruit,3,115,painting :: artist,heavy :: weight,barren :: fruit,gift :: donor,measure :: ounce
221864336,11 08 2012 01:42,690036007,11 08 2012 01:40,amt,0.5893,180534,USA,TX,Groves,68.206.34.74,gift :: donor,callow :: experience,barren :: fruit,3,115,painting :: artist,heavy :: weight,barren :: fruit,gift :: donor,measure :: ounce
221864336,11 08 2012 01:47,690043654,11 08 2012 01:46,amt,0.3752,8836799,USA,MA,Southbridge,"24,183,172,164",heavy :: weight,callow :: experience,barren :: fruit,3,115,painting :: artist,heavy :: weight,barren :: fruit,gift :: donor,measure :: ounce
221864336,11 08 2012 02:07,690072422,11 08 2012 02:06,amt,0.2452,13672534,USA,NY,Bronx,74.89.53.157,heavy :: weight,callow :: experience,barren :: fruit,3,115,painting :: artist,heavy :: weight,barren :: fruit,gift :: donor,measure :: ounce
221864337,11 08 2012 01:07,689981783,11 08 2012 01:06,amt,0.9,10809411,USA,CA,Glendale,71.92.219.70,abstemious :: overindulgent,indolent :: assiduous,abstemious :: overindulgent,3,116,normal :: mean,powerful :: omnipotent,abstemious :: overindulgent,rife :: vogue,beneficial :: strong
221864337,11 08 2012 01:12,689988666,11 08 2012 01:11,amt,1.0,1256871,USA,FL,Palm Harbor,"68,200,118,142",abstemious :: overindulgent,indolent :: assiduous,abstemious :: overindulgent,3,116,normal :: mean,powerful :: omnipotent,abstemious :: overindulgent,rife :: vogue,beneficial :: strong
221864337,11 08 2012 01:15,689993361,11 08 2012 01:14,amt,0.6,1006379,USA,OK,Norman,68.97.2.48,abstemious :: overindulgent,indolent :: assiduous,abstemious :: overindulgent,3,116,normal :: mean,powerful :: omnipotent,abstemious :: overindulgent,rife :: vogue,beneficial :: strong
221864337,11 08 2012 01:16,689995574,11 08 2012 01:14,amt,0.8,996867,USA,CA,Agoura Hills,75.63.29.138,abstemious :: overindulgent,indolent :: assiduous,abstemious :: overindulgent,3,116,normal :: mean,powerful :: omnipotent,abstemious :: overindulgent,rife :: vogue,beneficial :: strong
221864337,11 08 2012 01:16,689995860,11 08 2012 01:14,amt,0.5367,752230,USA,SC,Simpsonville,97.81.193.171,beneficial :: strong,indolent :: assiduous,abstemious :: overindulgent,3,116,normal :: mean,powerful :: omnipotent,abstemious :: overindulgent,rife :: vogue,beneficial :: strong
221864337,11 08 2012 01:20,690000881,11 08 2012 01:19,amt,1.0,2429663,USA,TX,Leander,99.103.69.215,normal :: mean,indolent :: assiduous,abstemious :: overindulgent,3,116,normal :: mean,powerful :: omnipotent,abstemious :: overindulgent,rife :: vogue,beneficial :: strong
221864337,11 08 2012 01:45,690041004,11 08 2012 01:42,amt,1.0,7869910,USA,,,166.182.3.12,abstemious :: overindulgent,indolent :: assiduous,abstemious :: overindulgent,3,116,normal :: mean,powerful :: omnipotent,abstemious :: overindulgent,rife :: vogue,beneficial :: strong
221864337,11 08 2012 02:07,690072512,11 08 2012 02:04,amt,0.604,5160552,USA,NY,Brooklyn,"71,183,179,247",powerful :: omnipotent,indolent :: assiduous,abstemious :: overindulgent,3,116,normal :: mean,powerful :: omnipotent,abstemious :: overindulgent,rife :: vogue,beneficial :: strong
221864338,11 11 2012 15:12,696761525,11 11 2012 15:10,amt,1.0,1773504,USA,TX,Austin,70.113.106.85,acrid :: taste,strident :: sound,acrid :: taste,2,117,fragrant :: flower,acrid :: taste,outdated :: book,adjusted :: clock,broken :: glass
221864338,11 11 2012 15:16,696767659,11 11 2012 15:15,amt,1.0,11752594,USA,PA,New Cumberland,98.237.10.223,fragrant :: flower,strident :: sound,acrid :: taste,2,117,fragrant :: flower,acrid :: taste,outdated :: book,adjusted :: clock,broken :: glass
221864338,11 11 2012 15:17,696769522,11 11 2012 15:17,amt,1.0,13717994,USA,CA,San Jose,50.117.72.243,fragrant :: flower,strident :: sound,acrid :: taste,2,117,fragrant :: flower,acrid :: taste,outdated :: book,adjusted :: clock,broken :: glass
221864338,11 11 2012 15:18,696770613,11 11 2012 15:18,amt,0.8,11327630,USA,OH,Findlay,98.30.35.24,adjusted :: clock,strident :: sound,acrid :: taste,2,117,fragrant :: flower,acrid :: taste,outdated :: book,adjusted :: clock,broken :: glass
221864338,11 11 2012 15:30,696790990,11 11 2012 15:29,amt,0.5733,307032,USA,SC,Travelers Rest,108.64.97.93,acrid :: taste,strident :: sound,acrid :: taste,2,117,fragrant :: flower,acrid :: taste,outdated :: book,adjusted :: clock,broken :: glass
